Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_dualcw_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,type-pedestrian-bidirectional,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-unrecognised-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unrecognised-km,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unrecognised-km,surface_type-lane-asphalt_concrete-km,surface_type-lane-blocks_slabs_cobbles-km,surface_type-lane-gravel_dirt-km,surface_type-lane-stabilised_gravel-km,surface_type-lane-unknown-km,surface_type-lane-unrecognised-km,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,percent_surface_type-track-unknown,surface_quality-limited_access-unknown-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-well_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-badly_rideable-km,surface_quality-track-not_rideable-km,surface_quality-track-unknown-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-badly_rideable-km,surface_quality-shared_pedestrians-not_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-well_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-lane-perfectly_rideable-km,surface_quality-lane-well_rideable-km,surface_quality-lane-moderatly_rideable-km,surface_quality-lane-badly_rideable-km,surface_quality-lane-not_rideable-km,surface_quality-lane-unknown-km,percent_quality-limited_access-unknown,percent_quality-shared_pedestrians-unknown,percent_quality-track-perfectly_rideable,percent_quality_type-track-well_rideable,percent_quality_type-track-stabilised_gravel,percent_quality_type-track-gravel_dirt,percent_quality_type-track-unrecognised,percent_quality_type-track-unknown,type-limited_access-bidirectional,type-shared_pedestrians-bidirectional,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-unknown,type-track-bidirectional,percent_surface_type-lane-unknown,percent_quality-lane-unknown,type-lane-unidirectional,type-track-unidirectional,percent_quality-lane-well_rideable,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_surface_type-shared_pedestrians-gravel_dirt,percent_quality-lane-perfectly_rideable,percent_quality-limited_access-not_rideable,percent_quality-shared_pedestrians-badly_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-track-well_rideable,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-track-moderatly_rideable,type-busway-unidirectional,type-street-bidirectional,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unrecognised,percent_quality-track-badly_rideable,type-pedestrian-unidirectional,type-shared_pedestrians-unidirectional,percent_quality-shared_pedestrians-not_rideable,type-lane-bidirectional,type-limited_access-unidirectional,percent_quality-lane-moderatly_rideable,percent_quality-track-not_rideable,percent_surface_type-shared_pedestrians-unrecognised,percent_surface_type-lane-asphalt_concrete,percent_surface_type-lane-unrecognised,type-street-unidirectional,percent_quality-lane-badly_rideable,percent_surface_type-lane-blocks_slabs_cobbles,percent_quality-lane-not_rideable,percent_surface_type-lane-stabilised_gravel,type-busway-bidirectional
AT,Lungau,AT321,"47.119627, 13.622089",1019.104,2024-01-10 17:25,236.502,1.143,333.442,0.0,0.237,334.822,17.148,13.985,0.104,10.904,47.076,72.069,0.0,0.0,72.069,0.059,0.305,37.915,1.741,3.336,52.609,2.416,4.629,49.733,0.956,11.589,30.085,0.008,3.012,1.573,9.262,0.438,1.759,0.953,,6.614,,1.27,,2.311,2.135,,,,,,0.104,,2.031,24.619,63.908,0.077,27.624,11.247,66.229,12.576,3.134,,6.814,6.681,5.509,,,,,,13.985,0.837,1.546,3.012,,,,0.879,38.603,0.912,,,,,,,0.104,14.193,50.519,,,,,,,47.045,10.904,60.65,14.182,100.0,13.749,0.221,0.221,0.104,0.236,,1.937,82.002,,,,,27.624,,4.909,11.649,,1.868,7.675,,,,4.534,,,,,,,0.031,,,,,,,,,,,
AT,Mittelburgenland,AT111,"47.505893, 16.495633",703.569,2024-01-10 17:21,375.048,4.786,509.801,0.0,0.0,514.588,0.0,22.865,1.169,3.685,11.129,38.847,0.0,0.0,38.847,0.061,0.104,30.585,0.139,0.169,78.731,0.358,0.436,6.191,,,3.511,,0.777,5.253,,14.807,,2.806,,2.908,,,,7.617,,,,,,,1.169,,,,31.552,,21.08,22.972,,,64.756,,12.272,4.382,0.852,,0.393,,,,22.473,0.139,2.693,,,,,4.917,1.83,,,,,,,,1.169,39.375,23.137,,,,,,,10.996,3.685,78.92,73.086,98.282,22.762,10.501,10.501,1.169,0.104,,,16.442,,,,,,1.718,68.448,,,44.184,3.777,,,,,,,,,,,0.133,,,,,,,,,,,
AT,Mostviertel-Eisenwurzen,AT121,"48.042438, 14.922775",3360.425,2024-01-10 17:19,3123.412,19.861,3746.887,0.0,4.643,3771.391,18.948,96.16,4.89,144.907,75.783,321.74,0.0,2.406,324.147,0.031,0.103,254.992,83.169,17.951,79.254,25.85,5.579,62.004,0.582,10.462,14.297,2.364,20.862,67.382,1.453,,,27.11,0.216,119.755,1.594,0.178,0.155,48.675,1.69,0.077,0.41,,,,4.48,,0.768,13.806,18.865,1.632,14.396,70.073,1.511,,,0.224,28.192,20.319,99.348,29.489,1.138,0.216,,,65.317,25.007,15.801,4.534,0.218,,6.925,28.236,19.097,0.981,0.226,,,,,,4.89,26.812,68.559,30.667,,,,,,75.465,144.907,82.642,10.904,67.926,89.139,5.911,6.453,3.375,7.021,,1.294,25.2,1.1,,0.298,0.15,3.129,1.183,64.23,0.123,9.138,37.259,17.257,0.224,,2.406,2.23,0.101,,,,,1.515,0.318,,,0.107,0.541,,,,,,,
AT,Mühlviertel,AT313,"48.463462, 14.602559",2660.291,2024-01-10 17:30,1577.663,9.242,4696.931,0.0,1.902,4708.075,17.067,50.747,15.141,39.369,90.733,195.989,0.0,0.792,196.781,0.032,0.124,137.364,38.188,2.039,70.087,19.485,1.04,168.497,1.352,65.428,9.878,2.948,9.638,25.794,0.394,0.59,,23.969,,25.107,1.573,0.046,0.057,14.026,0.048,,,,,,15.141,,1.49,72.111,10.887,7.487,24.481,50.829,0.777,,1.162,,47.232,11.319,25.215,21.061,0.498,,,,29.188,7.748,5.452,0.807,0.141,0.005,0.528,7.549,64.911,5.16,1.266,0.7,,,,,14.441,12.476,64.048,41.502,,,,,,90.733,39.241,63.773,13.849,57.517,45.09,16.687,15.916,15.141,5.656,,5.687,71.541,3.996,0.771,1.395,0.359,2.051,0.981,15.458,0.117,0.582,8.32,19.68,,,0.792,0.053,,,,0.127,0.013,,,,,0.146,,,,,,,,
AT,Niederösterreich-Süd,AT122,"47.756417, 15.905949",3374.91,2024-01-10 17:19,1762.488,53.215,3011.106,0.0,9.624,3073.945,15.315,79.892,20.72,102.332,113.936,316.88,0.0,0.0,316.88,0.045,0.18,215.125,25.91,30.468,67.888,8.177,9.615,49.249,6.664,9.782,19.985,1.873,27.121,39.328,3.511,1.483,1.641,33.928,,64.146,7.264,1.928,,64.149,13.356,,,,,,20.72,,5.849,8.585,17.541,1.831,26.503,49.227,4.395,2.054,1.857,,42.468,33.75,91.25,0.367,3.107,1.583,,,74.836,4.983,5.087,0.627,,0.384,8.049,49.933,21.602,0.393,0.209,5.529,,,,,15.191,29.622,89.171,0.459,,,,,,113.637,91.427,62.684,4.971,93.671,71.009,18.186,13.333,20.72,8.883,,0.345,18.96,7.098,4.853,0.183,,0.613,3.889,56.303,1.884,7.065,43.825,4.87,1.981,,,11.722,,,,10.905,0.375,,0.299,,,,,,,,,,,
AT,Nordburgenland,AT112,"47.876507, 16.728306",1792.465,2024-01-10 17:21,885.477,32.258,1630.363,0.0,7.461,1670.082,18.783,64.331,18.076,50.086,198.736,331.229,0.0,0.0,331.229,0.073,0.374,267.024,16.564,14.944,80.616,5.001,4.512,65.309,1.39,11.533,29.904,1.62,1.78,47.517,2.368,,,14.446,,46.474,0.194,0.018,,141.338,14.571,,,,,,18.076,,0.7,5.803,15.047,3.235,3.554,73.864,3.68,,,,22.456,46.79,38.566,6.346,2.398,,,,55.587,3.619,7.098,0.803,,,1.172,116.308,33.635,0.098,0.733,0.664,0.362,,,,17.05,23.544,77.0,9.865,,,,,,198.736,48.117,92.788,14.171,86.408,56.308,9.095,8.579,18.076,8.023,0.182,0.049,16.925,0.387,0.334,0.369,,1.603,3.727,71.119,0.037,0.59,58.524,7.226,,,,7.332,,,,1.969,,,,,,,,,,,,,,
AT,Oberkärnten,AT212,"46.840830, 13.489868",4136.115,2024-01-10 17:31,1180.748,7.684,2317.086,0.0,0.593,2325.363,7.165,93.569,2.815,59.066,165.893,321.342,0.0,0.0,321.342,0.079,0.272,251.173,72.682,83.471,78.164,22.618,25.976,151.308,0.959,74.799,38.729,0.079,1.759,51.887,7.624,7.191,,26.867,,38.849,15.037,3.342,,27.732,20.726,2.947,,,,,2.815,,0.578,45.089,23.346,0.134,2.978,55.453,8.148,,7.685,,28.714,25.157,41.324,2.748,4.43,4.685,0.134,,81.573,1.102,7.725,4.716,4.199,,,30.546,67.142,37.843,5.204,,,,,,2.815,15.165,69.963,2.937,,,,,,165.877,52.722,65.773,13.078,87.179,88.628,1.697,1.697,2.815,4.941,,22.812,40.473,25.457,,3.137,7.11,7.985,4.734,16.717,5.658,,18.413,1.865,5.007,,,12.494,1.777,0.143,,6.344,,,0.016,,,,,,,,,,,
AT,Oststeiermark,AT224,"47.115111, 15.878996",3339.677,2024-01-10 17:26,2262.523,14.999,5439.061,0.0,5.027,5459.086,25.101,83.633,12.578,229.351,45.107,370.669,0.0,2.103,372.772,0.037,0.164,224.647,8.183,44.335,60.606,2.208,11.961,96.648,0.372,19.603,8.181,3.71,67.536,21.236,0.218,1.249,3.175,57.726,0.03,154.676,2.387,1.041,,12.505,4.446,,,,,,12.578,,0.824,43.459,18.138,1.618,29.447,25.392,0.261,3.796,1.493,0.035,69.023,14.181,215.923,,0.218,1.738,,,81.678,1.619,7.364,4.445,,,0.381,6.301,23.826,,0.419,0.02,,,,,12.559,31.438,94.145,,,,,,,45.069,227.528,67.441,3.211,97.662,79.484,27.886,27.842,12.511,4.149,,,52.82,1.041,0.044,0.929,,1.938,0.26,27.724,0.454,0.844,13.968,0.706,2.078,,2.103,9.856,,,0.113,1.822,,0.068,0.038,,,,,,,,,,,
AT,Osttirol,AT333,"46.903367, 12.512669",2020.164,2024-01-10 17:29,311.91,3.193,580.853,0.0,0.101,584.146,3.075,56.577,0.213,13.447,19.734,89.972,0.0,0.0,89.972,0.181,0.288,74.701,15.728,16.059,83.027,17.481,17.849,60.716,0.234,17.734,0.702,,3.61,45.709,0.123,,,10.746,,4.633,5.204,,,0.999,0.064,,,,,,0.213,,1.188,89.862,3.559,,26.845,80.79,0.217,,,,18.993,1.73,10.19,5.169,9.349,1.003,,,41.056,,1.979,1.278,,,,0.023,17.982,,,,,,,,0.213,8.764,75.781,9.137,,,,,,19.734,8.893,34.452,14.717,72.566,55.627,1.079,1.079,0.213,0.95,,,91.118,38.703,,,,9.503,16.524,5.065,,,0.118,,1.773,,,0.326,,,0.052,4.554,,,,,,,,,,,,,,
AT,Pinzgau-Pongau,AT322,"47.350110, 13.042257",4397.546,2024-01-10 17:27,908.272,13.832,1982.131,0.0,3.227,1999.191,18.919,58.602,16.16,199.975,385.932,660.669,0.0,0.555,661.224,0.065,0.727,559.515,150.268,285.285,84.689,22.745,43.181,497.082,6.866,253.773,58.815,5.85,20.093,22.615,1.973,9.837,8.57,15.607,,96.92,40.957,35.03,1.126,29.083,37.395,,9.257,,,,6.639,0.263,1.779,65.756,15.24,2.925,10.048,38.591,3.367,14.624,16.786,,26.632,20.774,145.6,1.661,1.793,11.666,0.279,,43.202,13.344,14.764,25.688,0.58,,4.605,22.917,250.815,71.249,15.572,,0.082,,,,16.078,5.383,72.809,2.835,,,,,,385.882,172.786,48.466,7.383,73.722,50.365,1.72,4.166,16.16,8.237,0.021,18.462,64.989,20.481,,4.035,0.29,12.846,3.06,7.536,17.517,1.193,5.938,6.673,19.907,,0.555,9.69,,0.477,0.122,27.19,,,0.051,,,0.563,2.399,0.068,,,,,,
AT,Rheintal-Bodenseegebiet,AT342,"47.372197, 9.750733",745.958,2024-01-10 17:25,653.195,7.121,1494.434,0.0,9.662,1511.217,57.569,45.343,108.235,201.437,144.056,499.071,2.904,34.949,536.925,0.069,0.764,381.326,260.675,53.662,76.407,52.232,10.752,183.89,1.767,20.222,5.379,3.364,1.51,33.953,0.925,4.151,3.695,2.62,,157.207,7.689,31.663,0.003,77.398,39.29,,,,,,108.235,,1.227,14.038,3.734,1.67,0.75,74.879,2.039,8.149,9.155,,5.778,33.222,85.914,9.359,7.878,2.846,1.304,,23.956,58.864,38.698,15.148,2.687,0.127,16.847,26.17,48.841,18.957,0.019,22.926,38.135,0.717,,,46.457,23.062,42.65,20.64,,,,,,143.999,200.906,78.043,19.211,52.832,44.893,75.134,32.249,108.225,0.45,26.473,13.16,33.904,3.817,15.915,0.013,1.334,7.52,17.374,53.727,15.718,11.695,18.167,29.222,6.277,2.904,34.949,27.274,,2.876,,0.531,0.063,0.011,0.056,0.498,,0.002,,,,,,,,
AT,Salzburg und Umgebung,AT323,"47.753123, 13.188820",1740.831,2024-01-10 17:28,1015.415,31.977,2528.604,0.0,12.328,2572.909,27.826,97.192,25.24,281.235,113.255,516.922,3.496,5.104,525.523,0.096,0.509,412.924,144.591,145.025,79.881,27.972,28.055,164.482,2.053,34.777,16.928,5.16,36.849,53.824,0.905,7.053,9.82,25.489,0.101,212.827,6.976,19.423,,50.92,8.576,,0.347,,,,24.733,0.16,1.813,30.707,14.946,1.835,13.103,55.379,0.931,10.104,7.257,0.104,26.225,41.399,188.16,5.074,11.563,9.443,1.696,,69.417,29.223,32.617,23.509,7.725,,3.578,17.491,45.941,4.3,0.546,1.357,4.029,,,,19.854,36.554,66.905,5.221,,,,,,113.022,281.198,75.676,11.598,71.422,88.52,21.838,17.531,25.123,8.672,3.558,3.797,40.564,2.481,1.198,0.482,2.747,8.359,11.897,44.961,6.906,3.159,15.444,10.391,9.715,3.496,4.913,7.573,,1.745,0.461,0.037,,0.117,0.233,,,,0.307,0.141,0.192,,,,,
AT,Sankt Pölten,AT123,"48.139257, 15.747409",1232.375,2024-01-10 17:18,1280.104,19.023,1440.045,0.0,5.363,1464.432,21.993,18.589,4.82,92.869,99.263,215.541,0.0,1.588,217.129,0.015,0.168,165.682,14.962,14.367,76.868,6.942,6.666,31.641,3.137,11.758,20.942,1.451,13.347,6.796,0.489,0.554,,10.75,,74.057,2.819,1.196,,60.098,3.328,,,,,,4.82,,3.16,11.845,21.097,1.562,14.372,36.558,2.633,,2.978,,57.832,26.727,69.954,0.22,1.1,,,,17.27,2.03,17.005,3.88,,,0.387,52.909,15.812,3.428,,,,,,,4.82,26.926,75.325,1.182,,,,,,99.19,92.326,79.743,18.311,92.902,15.287,4.856,4.856,4.82,3.302,,3.453,15.929,3.035,,,,4.178,5.916,60.544,1.287,0.39,53.302,2.186,,,1.588,3.353,,,,0.544,,,0.073,,,,,,,,,,,
AT,Steyr-Kirchdorf,AT314,"47.871575, 14.402671",2240.299,2024-01-10 17:30,918.033,16.838,2574.634,0.0,7.394,2598.865,30.513,50.435,9.893,52.279,57.522,170.13,0.0,0.055,170.185,0.055,0.185,80.856,3.245,13.415,47.526,1.907,7.885,146.093,0.731,18.605,31.625,1.854,18.854,16.979,3.535,0.065,0.798,28.901,0.157,29.696,1.698,0.177,,6.561,,,,,,,9.893,,1.271,32.344,54.98,3.547,36.065,33.665,7.009,1.582,0.13,0.312,57.302,16.231,49.077,1.661,,,,,48.774,0.269,0.186,2.748,,,,1.083,38.904,1.184,0.12,,,,,,9.893,28.217,93.873,3.293,,,,,,57.522,52.202,56.803,0.356,96.707,50.052,17.199,17.199,9.893,0.384,,2.059,67.633,3.247,,0.209,,5.256,,11.406,0.338,,1.882,0.515,,,0.055,,,,,0.078,,,,,,,,,,,,,,
AT,Südburgenland,AT113,"47.142693, 16.284390",1469.727,2024-01-10 17:21,1002.526,11.678,1903.262,0.0,0.392,1915.332,3.247,37.244,0.734,28.731,17.147,83.856,0.0,0.0,83.856,0.037,0.084,63.487,26.386,28.318,75.71,31.466,33.77,23.591,2.861,0.065,9.646,0.233,2.555,17.179,,12.632,,7.433,,25.943,,,,4.562,0.013,,,,,,0.734,,16.686,0.38,56.255,0.81,8.894,46.126,,,33.916,,19.958,2.764,11.38,9.539,4.157,,0.566,,22.981,16.208,1.087,,0.056,,,13.436,0.875,0.014,0.059,,,,,,0.734,16.12,39.608,25.612,,,,,,17.056,28.731,90.296,3.784,61.705,36.452,4.282,4.282,0.734,0.792,,0.081,5.102,,,0.342,0.193,,11.162,26.606,,,78.355,56.415,,,,0.073,,1.52,,,,,0.091,,,,,,,,,,,
AT,Tiroler Oberland,AT334,"47.080310, 10.610203",3321.326,2024-01-10 17:29,737.722,5.747,1031.022,0.0,0.832,1037.601,12.642,56.711,1.607,91.402,113.86,263.581,0.0,0.0,263.581,0.077,0.357,227.224,42.55,46.973,86.207,16.143,17.821,227.408,1.965,40.094,12.774,0.151,10.649,5.703,0.639,38.756,0.285,11.328,,35.622,35.051,9.93,,41.177,17.851,,,,,,1.607,,1.726,35.213,11.219,0.165,11.65,10.056,1.127,0.503,68.339,,19.974,25.273,28.844,1.512,1.718,0.744,10.404,,42.332,2.032,28.613,31.106,0.808,,,29.438,52.796,4.15,2.204,,,,,,1.607,22.197,31.557,2.667,,,,,,113.86,91.402,38.973,31.305,74.644,16.496,1.411,1.411,1.607,40.216,,3.644,46.369,38.348,,1.935,0.883,34.032,3.03,36.164,10.864,,25.854,2.223,1.313,,,15.678,,18.346,1.557,,,,,,,,,,,,,,,
AT,Tiroler Unterland,AT335,"47.355449, 12.015976",3973.601,2024-01-10 17:24,1020.206,19.924,2144.34,0.0,3.753,2168.017,15.849,55.618,7.528,140.971,409.588,613.705,0.0,0.0,613.705,0.055,0.602,395.827,66.499,71.16,64.498,10.836,11.595,370.321,2.061,148.846,179.805,3.163,16.641,28.038,0.149,11.214,0.549,15.668,,78.275,36.349,6.543,,50.465,28.411,,1.764,,,,5.764,,0.503,36.34,43.899,2.244,11.804,50.412,0.268,0.987,20.162,,28.171,22.052,67.602,3.083,3.579,1.905,0.6,1.894,44.558,8.408,37.432,23.515,2.181,1.833,4.259,46.115,315.686,14.687,6.788,0.28,0.449,0.361,,,6.437,5.384,47.954,5.542,,,,,,409.504,136.973,55.525,26.553,80.115,44.876,1.407,1.572,7.528,10.742,0.11,3.586,77.074,25.785,0.068,1.657,1.547,16.681,6.435,12.321,4.642,1.04,11.259,5.964,3.424,,,6.937,,1.079,4.572,3.998,1.3,,0.084,0.088,3.405,,0.431,,,,,,,
AT,Traunviertel,AT315,"47.796979, 13.765796",2517.071,2024-01-10 17:31,1267.002,22.199,3134.999,0.0,6.47,3163.668,22.568,60.3,15.93,135.172,186.135,397.537,0.0,0.0,397.537,0.048,0.314,282.655,36.821,81.146,71.102,9.262,20.412,330.17,2.989,115.593,32.991,1.419,37.6,24.633,0.388,4.408,2.51,28.361,,87.361,7.243,1.549,,31.287,3.275,,,,,,15.93,,1.606,62.102,17.724,1.05,27.816,40.85,0.644,4.162,7.311,,47.033,47.879,112.945,1.101,0.454,3.407,,0.034,55.304,9.069,5.368,7.023,0.767,,0.239,4.943,127.345,5.728,,0.114,1.205,,,,14.611,25.723,83.556,1.826,,,,,,185.955,135.122,64.629,3.971,91.715,53.605,8.559,7.85,15.93,6.695,0.647,3.077,68.415,5.359,0.062,,0.568,5.195,0.754,16.809,1.146,0.129,2.656,6.709,5.65,,,1.759,,,,0.05,,,0.18,,0.056,,,,,,,,,
AT,Unterkärnten,AT213,"46.724441, 14.743224",3377.388,2024-01-10 17:34,1427.949,9.313,3848.581,0.0,0.075,3857.97,0.799,159.246,2.007,82.494,31.753,275.501,0.0,0.0,275.501,0.112,0.193,141.675,29.294,13.027,51.425,10.633,4.728,111.914,0.008,12.848,6.456,1.807,48.645,63.201,9.038,2.357,7.931,76.718,,28.124,3.919,,,9.291,3.15,,,,,,2.007,,0.026,40.462,20.331,2.19,58.967,39.688,5.676,4.981,1.48,,48.176,10.249,78.011,0.704,2.25,8.896,,0.644,146.752,0.151,3.951,0.381,,,,2.923,3.779,12.334,2.468,,,,,,2.007,32.277,94.566,0.442,,,,,,29.764,75.295,34.092,4.79,92.154,149.909,6.321,6.321,2.007,9.336,,38.843,11.902,4.751,,7.773,,0.461,1.413,29.261,,,9.205,0.183,5.586,,,9.92,,,,7.2,,,1.989,,0.404,,,,,,,,,
AT,Waldviertel,AT124,"48.643593, 15.315921",4615.716,2024-01-10 17:22,3986.843,36.408,3084.397,0.0,2.641,3123.446,6.763,60.085,0.337,64.952,103.589,228.963,0.0,4.078,233.042,0.015,0.057,195.181,50.293,14.983,85.246,21.966,6.544,81.943,3.242,6.406,23.131,1.727,7.339,56.725,0.059,0.325,,2.975,,54.413,1.473,,,69.472,1.337,,,,,,0.337,,3.13,6.184,22.33,2.659,11.298,94.408,0.099,,0.541,,4.952,26.671,35.129,9.613,8.934,0.757,0.673,,40.109,1.689,21.274,5.989,0.872,,0.559,59.374,13.306,0.708,2.971,,,,,,0.337,25.747,54.084,16.0,,,,,,103.12,63.296,83.774,32.753,66.753,54.643,0.325,0.325,0.337,5.443,,0.684,12.845,2.268,,2.868,1.342,9.22,14.869,67.065,,0.54,57.317,2.6,1.26,,4.078,1.291,,1.119,,1.656,,,0.468,,,,,,,,,,,
AT,Weinviertel,AT125,"48.655120, 16.418841",2410.937,2024-01-10 17:33,1808.62,14.341,1439.877,0.0,2.393,1456.611,14.301,12.061,2.436,27.772,72.923,115.192,0.0,2.325,117.516,0.007,0.064,67.373,1.549,1.216,58.488,1.345,1.056,74.805,1.73,6.108,30.673,2.872,7.429,4.417,0.362,,,7.281,,14.369,1.572,1.53,,33.782,0.63,,,,,,2.436,,2.373,8.376,42.062,10.34,26.75,36.625,3.004,,,,60.371,9.51,25.699,0.101,,,,,11.96,0.038,1.295,0.739,,,,45.394,16.415,0.813,0.791,,,,,,2.436,13.042,92.538,0.836,,,,,,72.923,27.772,51.74,4.664,99.164,11.479,3.34,3.34,1.787,0.582,,1.115,22.51,5.66,,1.085,,2.66,,46.325,5.511,,62.248,0.138,,,2.325,0.864,,,,,,0.649,,,,,,,,,,,,
AT,West- und Südsteiermark,AT225,"46.912915, 15.196897",2273.291,2024-01-10 17:27,1393.45,9.424,3960.749,0.0,2.189,3972.362,18.852,95.067,4.461,137.012,45.27,281.81,0.0,0.0,281.81,0.068,0.202,106.353,30.467,8.224,37.739,10.811,2.918,46.999,2.505,9.423,5.582,3.736,89.597,15.713,0.105,2.398,1.034,75.818,,41.761,0.722,1.196,,21.732,6.028,,,,,,4.461,,5.535,20.816,12.329,2.727,65.393,16.528,0.11,1.087,2.522,,79.752,19.409,125.487,1.078,2.377,,,,91.612,1.343,8.485,1.08,0.618,,0.405,7.656,13.772,3.979,0.049,,,,,,4.461,42.875,91.588,1.134,,,,,,45.27,136.786,30.48,6.193,96.366,78.044,9.855,9.855,4.461,17.022,,8.789,30.422,0.527,,0.107,0.451,0.788,2.5,48.005,0.873,0.894,16.912,0.98,,,,13.316,,,,0.226,,,,,,,,,,,,,,
AT,Westliche Obersteiermark,AT226,"47.187461, 14.444827",3061.136,2024-01-10 17:18,781.201,7.373,2004.529,0.0,1.114,2013.016,13.13,93.843,0.256,60.91,48.771,203.781,0.0,0.0,203.781,0.12,0.261,118.025,17.8,20.705,57.918,8.735,10.16,47.443,0.006,31.783,12.539,0.082,28.304,38.093,0.623,7.271,3.201,44.656,,31.238,1.287,,,4.313,0.13,,,,,,0.256,,0.013,65.167,25.71,0.134,46.469,40.592,0.664,3.411,7.748,,47.586,7.073,53.885,1.929,14.18,3.358,,,74.377,3.583,2.814,0.629,,,,3.14,34.091,4.467,,,,,,,0.256,14.503,88.466,2.055,,,,,,48.771,60.91,51.285,4.619,79.257,86.011,0.525,0.525,0.256,7.832,,9.159,69.9,2.112,,,,1.032,15.11,8.843,,,6.438,5.883,3.578,,,0.267,,,,,,,,,,,,,,,,,,
AT,Wien,AT130,"48.218064, 16.371946",413.486,2024-01-10 17:36,1078.174,467.853,1112.108,0.0,381.982,1961.944,44.948,380.49,141.157,166.115,113.241,801.003,8.977,10.688,820.668,0.353,0.743,552.041,213.806,46.345,68.919,26.692,5.786,127.989,3.005,14.537,19.272,2.382,16.333,282.148,10.79,2.849,12.336,72.2,0.167,130.762,9.731,6.907,,54.246,22.182,,,,,,141.157,,2.653,12.837,17.018,1.434,9.833,74.154,2.836,3.242,0.749,0.044,18.976,42.124,112.196,37.281,58.778,4.434,0.304,,279.693,15.029,32.937,5.092,0.862,,6.367,20.229,40.684,2.301,1.537,9.467,21.004,1.381,0.24,,109.064,37.198,67.541,9.798,,,,,,110.305,160.526,78.718,19.828,73.509,329.797,124.652,96.311,140.997,50.692,18.548,2.032,35.927,5.858,8.36,1.357,0.519,3.065,15.448,47.903,4.158,5.622,17.864,9.048,1.165,8.977,10.498,19.588,,0.08,0.094,5.589,,0.16,2.936,1.219,,,,,0.189,0.212,,,,
